work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2024,Mid,Full-time,Data Management Manager,75000.0,GBP,93750.0,GB,0,GB,Medium
2025,Senior,Full-time,Business Intelligence Engineer,85300.0,USD,85300.0,US,100,US,Medium
2024,Entry,Full-time,Data Engineer,19200.0,EUR,21333.0,SK,0,SK,Medium
2024,Senior,Full-time,Data Visualization Engineer,282900.0,USD,282900.0,US,100,US,Medium
2025,Entry,Full-time,Research Engineer,173000.0,USD,173000.0,US,0,US,Medium
2025,Senior,Full-time,Machine Learning Engineer,137300.0,USD,137300.0,US,0,US,Medium
2025,Mid,Full-time,Analyst,114080.0,USD,114080.0,US,0,US,Medium
2025,Senior,Full-time,Software Architect,170500.0,USD,170500.0,US,0,US,Medium
2024,Senior,Full-time,Machine Learning Engineer,115000.0,USD,115000.0,US,0,US,Medium
2023,Senior,Full-time,Data Analyst,185000.0,USD,185000.0,US,0,US,Medium
2025,Senior,Full-time,Data Scientist,181800.0,USD,181800.0,US,0,US,Medium
2024,Mid,Full-time,Software Developer,65000.0,USD,65000.0,US,100,US,Medium
2024,Senior,Full-time,Technical Lead,106000.0,CAD,81538.0,CA,0,CA,Medium
2023,Mid,Full-time,Data Scientist,45000.0,GBP,55368.0,GB,0,GB,Medium
2024,Senior,Full-time,Data Specialist,51688.0,USD,51688.0,US,0,US,Medium
2025,Senior,Full-time,Architect,276800.0,USD,276800.0,US,0,US,Medium
2024,Mid,Full-time,Cloud Database Administrator,87100.0,USD,87100.0,US,0,US,Medium
2025,Senior,Full-time,Software Engineer,44400.0,EUR,46736.0,CZ,100,CZ,Medium
2025,Senior,Full-time,Engineer,69600.0,EUR,73263.0,LT,0,LT,Medium
2025,Senior,Full-time,Data Analyst,153400.0,USD,153400.0,US,0,US,Medium
2025,Mid,Full-time,Software Engineer,106900.0,USD,106900.0,US,0,US,Medium
2024,Senior,Full-time,Machine Learning Engineer,126000.0,GBP,157500.0,GB,0,GB,Medium
2024,Entry,Full-time,Data Scientist,133000.0,USD,133000.0,US,0,US,Medium
2024,Mid,Full-time,Data Scientist,192300.0,USD,192300.0,US,0,US,Medium
2023,Executive,Full-time,Business Intelligence Developer,106500.0,USD,106500.0,US,0,US,Medium
2025,Mid,Full-time,Research Associate,77687.0,USD,77687.0,US,0,US,Medium
2025,Mid,Full-time,Data Manager,120000.0,USD,120000.0,US,100,US,Medium
2023,Senior,Full-time,Data Architect,183000.0,USD,183000.0,US,0,US,Medium
2025,Executive,Full-time,Developer,113840.0,USD,113840.0,US,0,US,Medium
2024,Senior,Full-time,Solutions Architect,299000.0,USD,299000.0,US,0,US,Medium
2024,Senior,Full-time,Engineer,222000.0,USD,222000.0,US,0,US,Medium
2024,Mid,Full-time,Platform Engineer,143091.0,USD,143091.0,US,0,US,Medium
2025,Senior,Full-time,Software Engineer,136500.0,USD,136500.0,US,0,US,Medium
2024,Senior,Full-time,Data Analyst,160284.0,USD,160284.0,US,100,US,Medium
2025,Mid,Full-time,Data Governance,145537.0,USD,145537.0,US,0,US,Medium
2025,Entry,Full-time,Data Analyst,57700.0,USD,57700.0,US,0,US,Medium
2025,Senior,Full-time,Solutions Architect,135360.0,USD,135360.0,US,100,US,Medium
2025,Senior,Full-time,Data Management Analyst,110300.0,USD,110300.0,US,0,US,Medium
2025,Senior,Full-time,Data Quality Lead,99200.0,USD,99200.0,US,100,US,Medium
2024,Senior,Full-time,Data Management Analyst,83600.0,USD,83600.0,US,0,US,Medium
2025,Executive,Full-time,Executive,227500.0,USD,227500.0,US,0,US,Medium
2023,Senior,Full-time,Data Scientist,95100.0,USD,95100.0,US,100,US,Medium
2025,Senior,Full-time,Research Scientist,216000.0,USD,216000.0,US,0,US,Medium
2024,Senior,Full-time,Data Scientist,163200.0,USD,163200.0,US,0,US,Medium
2024,Mid,Full-time,Site Reliability Engineer,119650.0,USD,119650.0,US,0,US,Medium
2022,Senior,Full-time,Machine Learning Engineer,160000.0,USD,160000.0,US,0,US,Medium
2025,Mid,Full-time,Data Engineer,53100.0,GBP,67215.0,GB,0,GB,Medium
2025,Senior,Full-time,Data Scientist,84600.0,USD,84600.0,US,0,US,Medium
2025,Senior,Full-time,Analyst,87000.0,USD,87000.0,US,100,US,Medium
2025,Senior,Full-time,Data Analyst,134000.0,USD,134000.0,US,100,US,Medium
2023,Senior,Full-time,Machine Learning Engineer,207611.0,USD,207611.0,US,0,US,Medium
2023,Mid,Full-time,Machine Learning Engineer,150450.0,USD,150450.0,US,100,US,Medium
2025,Senior,Full-time,Product Owner,189000.0,USD,189000.0,US,0,US,Medium
2025,Senior,Full-time,Data Analyst,126500.0,USD,126500.0,US,100,US,Medium
2025,Senior,Full-time,Software Engineer,182100.0,USD,182100.0,US,0,US,Medium
2024,Mid,Full-time,Encounter Data Management Professional,79500.0,USD,79500.0,US,0,US,Medium
2025,Mid,Full-time,Software Engineer,105000.0,GBP,132911.0,GB,0,GB,Medium
2024,Senior,Full-time,Data Analyst,202891.0,USD,202891.0,US,100,US,Medium
2025,Entry,Full-time,Data Analyst,41440.0,USD,41440.0,US,100,US,Medium
2024,Mid,Full-time,Business Intelligence Engineer,174000.0,USD,174000.0,US,0,US,Medium
2024,Mid,Full-time,Data Developer,150929.0,USD,150929.0,US,0,US,Medium
2024,Senior,Full-time,Data Scientist,132600.0,USD,132600.0,US,0,US,Medium
2025,Mid,Full-time,Data Integration Engineer,68400.0,USD,68400.0,US,0,US,Medium
2025,Mid,Full-time,Manager,149000.0,USD,149000.0,US,100,US,Medium
2025,Senior,Full-time,Data Scientist,99000.0,USD,99000.0,GB,0,GB,Medium
2024,Senior,Full-time,Machine Learning Engineer,227000.0,USD,227000.0,US,0,US,Medium
2025,Senior,Full-time,Product Manager,242100.0,USD,242100.0,US,0,US,Medium
2024,Senior,Full-time,Data Analyst,170000.0,USD,170000.0,US,100,US,Medium
2025,Mid,Full-time,Data Manager,57800.0,USD,57800.0,US,100,US,Medium
2023,Senior,Full-time,Analytics Engineer,159090.0,USD,159090.0,US,100,US,Medium
2025,Senior,Full-time,Platform Engineer,119800.0,USD,119800.0,US,0,US,Medium
2024,Mid,Full-time,Data Engineer,124550.0,USD,124550.0,US,0,US,Medium
2024,Mid,Full-time,Data Manager,71500.0,USD,71500.0,US,100,US,Medium
2025,Senior,Full-time,Data Engineer,139436.0,USD,139436.0,AU,0,AU,Medium
2024,Senior,Full-time,Machine Learning Engineer,154100.0,USD,154100.0,US,0,US,Medium
2025,Senior,Full-time,Product Manager,214300.0,USD,214300.0,US,100,US,Medium
2025,Mid,Full-time,Product Manager,194000.0,USD,194000.0,US,0,US,Medium
2025,Senior,Full-time,Data Specialist,95000.0,USD,95000.0,US,0,US,Medium
2024,Mid,Full-time,Manager,294600.0,USD,294600.0,US,0,US,Medium
2024,Mid,Full-time,Engineer,95500.0,USD,95500.0,US,100,US,Medium
2025,Senior,Full-time,Engineer,236000.0,USD,236000.0,US,0,US,Medium
2025,Senior,Full-time,Data Engineer,197800.0,USD,197800.0,CA,0,CA,Medium
2025,Senior,Full-time,Business Analyst,120000.0,USD,120000.0,US,0,US,Medium
2025,Mid,Full-time,Machine Learning Engineer,267272.0,USD,267272.0,US,100,US,Medium
2025,Senior,Full-time,Data Engineer,209000.0,USD,209000.0,US,0,US,Medium
2024,Senior,Full-time,Data Engineer,111900.0,USD,111900.0,US,0,US,Medium
2025,Mid,Full-time,Data Engineer,122177.0,USD,122177.0,US,0,US,Medium
2025,Mid,Full-time,AI Engineer,118000.0,USD,118000.0,CA,0,CA,Medium
2025,Mid,Full-time,Data Analysis Specialist,86840.0,USD,86840.0,US,100,US,Medium
2025,Mid,Full-time,Data Developer,105000.0,USD,105000.0,CA,0,CA,Medium
2025,Mid,Full-time,Data Engineer,153250.0,USD,153250.0,US,100,US,Medium
2024,Senior,Full-time,Data Scientist,120750.0,USD,120750.0,US,0,US,Medium
2024,Senior,Full-time,BI Engineer,134500.0,USD,134500.0,US,0,US,Medium
2024,Mid,Full-time,Business Intelligence,156800.0,USD,156800.0,US,100,US,Medium
2025,Senior,Full-time,Data Analytics Lead,352000.0,USD,352000.0,US,100,US,Medium
2025,Mid,Full-time,Data Scientist,122000.0,USD,122000.0,US,0,US,Medium
2023,Senior,Full-time,Business Intelligence Analyst,140000.0,USD,140000.0,CA,0,CA,Medium
2024,Senior,Full-time,Data Architect,142600.0,USD,142600.0,US,0,US,Medium
2024,Mid,Full-time,Business Intelligence,92638.0,USD,92638.0,CA,0,CA,Medium
2025,Senior,Full-time,Data Scientist,189600.0,USD,189600.0,US,0,US,Medium
2025,Senior,Full-time,AI Engineer,129500.0,USD,129500.0,US,0,US,Medium
2025,Senior,Full-time,Director,286000.0,USD,286000.0,US,0,US,Medium
2025,Senior,Full-time,Data Analyst,100000.0,CAD,71428.0,CA,0,CA,Medium
2025,Mid,Full-time,Power BI Developer,77000.0,USD,77000.0,US,0,US,Medium
2024,Senior,Full-time,Software Engineer,220500.0,USD,220500.0,US,0,US,Medium
2025,Mid,Full-time,Software Engineer,166800.0,USD,166800.0,CA,0,CA,Medium
2024,Entry,Full-time,Data Analyst,56000.0,USD,56000.0,CA,0,CA,Medium
2025,Senior,Full-time,Data Scientist,91100.0,USD,91100.0,US,0,US,Medium
2025,Mid,Full-time,Software Engineer,86850.0,USD,86850.0,US,0,US,Medium
2025,Mid,Full-time,Data Manager,43554.0,EUR,45846.0,AT,0,AT,Medium
2025,Senior,Full-time,Analytics Engineer,168000.0,USD,168000.0,US,100,US,Medium
2024,Executive,Full-time,Data Scientist,118500.0,USD,118500.0,US,0,US,Medium
2025,Senior,Full-time,Analyst,75000.0,GBP,94936.0,GB,0,GB,Medium
2024,Senior,Full-time,Data Scientist,114200.0,USD,114200.0,US,100,US,Medium
2024,Mid,Full-time,Data Engineer,119000.0,USD,119000.0,US,100,US,Medium
2025,Mid,Full-time,Data Engineer,137841.0,USD,137841.0,US,0,US,Medium
2024,Entry,Full-time,Business Intelligence,119000.0,USD,119000.0,US,100,US,Medium
2025,Entry,Full-time,Data Governance Analyst,105000.0,USD,105000.0,US,0,US,Medium
2024,Senior,Full-time,AI Developer,55000.0,GBP,68750.0,GB,0,GB,Medium
2024,Senior,Full-time,Software Engineer,175600.0,USD,175600.0,US,0,US,Medium
2024,Senior,Full-time,Systems Engineer,198950.0,USD,198950.0,US,0,US,Medium
2024,Mid,Full-time,Data Manager,64000.0,USD,64000.0,US,100,US,Medium
2023,Mid,Full-time,Data Engineer,200000.0,USD,200000.0,US,100,US,Medium
2024,Mid,Full-time,Data Analyst,118000.0,USD,118000.0,US,0,US,Medium
2024,Senior,Full-time,Analytics Engineer,216000.0,USD,216000.0,US,0,US,Medium
2025,Senior,Full-time,Solutions Architect,160050.0,USD,160050.0,US,0,US,Medium
2023,Senior,Full-time,Data Scientist,125000.0,EUR,134960.0,NL,50,NL,Medium
2024,Mid,Full-time,Manager,259000.0,USD,259000.0,US,0,US,Medium
2025,Entry,Full-time,Business Analyst,150000.0,USD,150000.0,US,0,US,Medium
2024,Entry,Full-time,Applied Scientist,136000.0,USD,136000.0,US,0,US,Large
2025,Entry,Full-time,Developer,68400.0,EUR,72000.0,NL,0,NL,Medium
2024,Senior,Full-time,Engineer,338600.0,USD,338600.0,US,0,US,Medium
2024,Mid,Full-time,Data Engineer,222000.0,PLN,55500.0,PL,0,PL,Medium
2024,Mid,Full-time,Research Analyst,80900.0,USD,80900.0,US,0,US,Medium
2025,Mid,Full-time,Engineering Manager,149000.0,USD,149000.0,US,0,US,Medium
2024,Senior,Full-time,Machine Learning Engineer,268000.0,USD,268000.0,US,100,US,Medium
2025,Entry,Full-time,Engineer,54600.0,USD,54600.0,US,0,US,Medium
2025,Mid,Full-time,Data Engineer,144200.0,USD,144200.0,US,0,US,Medium
2025,Senior,Full-time,Applied Scientist,210000.0,USD,210000.0,US,0,US,Medium
2025,Mid,Full-time,Data Manager,40247.0,GBP,50945.0,GB,0,GB,Medium
2025,Mid,Full-time,Data Scientist,75000.0,USD,75000.0,US,0,US,Medium
2025,Mid,Full-time,Analytics Engineer,281000.0,USD,281000.0,US,100,US,Medium
2025,Executive,Full-time,AI Engineer,297700.0,USD,297700.0,US,0,US,Medium
2025,Senior,Full-time,Data Engineer,187625.0,USD,187625.0,US,100,US,Medium
2025,Mid,Full-time,Data Analyst,158000.0,USD,158000.0,US,100,US,Medium
2025,Entry,Full-time,Data Analyst,32721.0,GBP,41418.0,GB,0,GB,Medium
2025,Senior,Full-time,Manager,236000.0,USD,236000.0,US,0,US,Medium
2025,Senior,Contract,Architect,100000.0,USD,100000.0,US,100,US,Medium
2024,Senior,Full-time,Manager,127500.0,USD,127500.0,US,0,US,Medium
2024,Mid,Full-time,Business Intelligence Analyst,151800.0,USD,151800.0,US,0,US,Medium
2024,Mid,Full-time,Data Scientist,71000.0,CAD,54615.0,CA,0,CA,Medium
2025,Senior,Full-time,Engineer,112300.0,USD,112300.0,US,0,US,Medium
2024,Entry,Full-time,Data Analyst,85200.0,USD,85200.0,BR,100,BR,Medium
2025,Entry,Full-time,Engineer,187000.0,USD,187000.0,US,0,US,Medium
2025,Mid,Full-time,Manager,279400.0,USD,279400.0,US,100,US,Medium
2025,Senior,Full-time,Systems Engineer,142000.0,USD,142000.0,US,0,US,Medium
2025,Senior,Full-time,Data Scientist,91000.0,USD,91000.0,US,0,US,Medium
2025,Senior,Full-time,Engineer,109800.0,USD,109800.0,US,0,US,Medium
2025,Senior,Full-time,Data Scientist,297600.0,USD,297600.0,US,0,US,Medium
2025,Mid,Full-time,Data Product Manager,82244.0,USD,82244.0,US,100,US,Medium
2024,Senior,Full-time,Data Analyst,153000.0,USD,153000.0,US,0,US,Medium
2025,Senior,Full-time,Data Infrastructure Engineer,168560.0,USD,168560.0,US,0,US,Medium
2023,Mid,Full-time,Data Analyst,60000.0,USD,60000.0,US,0,US,Medium
2023,Mid,Full-time,Data Engineer,57700.0,USD,57700.0,US,0,US,Medium
2022,Senior,Full-time,Data Specialist,148700.0,USD,148700.0,US,100,US,Large
2024,Senior,Full-time,Data Engineer,194286.0,USD,194286.0,US,0,US,Medium
2025,Senior,Full-time,AI Engineer,276100.0,USD,276100.0,US,0,US,Medium
2025,Senior,Full-time,Database Administrator,137439.0,USD,137439.0,US,100,US,Medium
2025,Entry,Full-time,Product Manager,144400.0,USD,144400.0,US,0,US,Medium
2024,Mid,Full-time,Data Engineer,279400.0,USD,279400.0,US,0,US,Medium
2024,Senior,Full-time,Analytics Engineer,206700.0,USD,206700.0,US,100,US,Medium
2024,Senior,Full-time,Data Operations Analyst,140000.0,USD,140000.0,FR,0,FR,Medium
2024,Entry,Full-time,Data Scientist,81075.0,USD,81075.0,US,0,US,Medium
2024,Senior,Full-time,Data Scientist,192300.0,USD,192300.0,US,0,US,Medium
2024,Senior,Full-time,Machine Learning Engineer,274000.0,USD,274000.0,US,0,US,Medium
2025,Mid,Full-time,Manager,179000.0,USD,179000.0,US,0,US,Medium
2025,Senior,Full-time,Data Scientist,234300.0,USD,234300.0,US,0,US,Medium
2024,Executive,Full-time,AI Engineer,168350.0,USD,168350.0,US,0,US,Medium
2025,Senior,Full-time,Data Scientist,141840.0,USD,141840.0,US,100,US,Medium
2025,Senior,Full-time,Research Scientist,214500.0,USD,214500.0,CA,100,CA,Medium
2024,Mid,Full-time,Associate,171350.0,USD,171350.0,US,0,US,Medium
2024,Mid,Full-time,Software Engineer,157600.0,USD,157600.0,US,0,US,Medium
2024,Senior,Full-time,Analytics Engineer,128400.0,USD,128400.0,US,100,US,Medium
2025,Senior,Full-time,Business Intelligence Analyst,105000.0,USD,105000.0,US,0,US,Medium
2023,Mid,Full-time,Data Scientist,131000.0,USD,131000.0,US,100,US,Medium
2025,Mid,Full-time,Research Scientist,240000.0,USD,240000.0,CA,0,CA,Medium
2024,Mid,Full-time,Solutions Engineer,44000.0,EUR,48888.0,IE,0,IE,Medium
2025,Senior,Full-time,Consultant,118800.0,USD,118800.0,US,0,US,Medium
2024,Senior,Full-time,Data Analytics Lead,104000.0,USD,104000.0,US,0,US,Medium
2025,Senior,Full-time,Software Engineer,80900.0,USD,80900.0,US,100,US,Medium
2025,Senior,Full-time,Analytics Engineer,175000.0,CAD,125000.0,CA,0,CA,Medium
2025,Mid,Full-time,Postdoctoral Researcher,78000.0,USD,78000.0,US,0,US,Medium
2025,Mid,Full-time,Manager,140500.0,USD,140500.0,US,0,US,Medium
2025,Senior,Full-time,Director,132715.0,USD,132715.0,US,0,US,Medium
2025,Senior,Full-time,Engineer,174500.0,USD,174500.0,US,0,US,Medium
2025,Senior,Full-time,Technical Support Engineer,81400.0,USD,81400.0,US,100,US,Large
2025,Senior,Full-time,Data Lead,295000.0,USD,295000.0,US,100,US,Medium
2025,Mid,Full-time,Associate,241340.0,USD,241340.0,US,0,US,Medium
2025,Senior,Full-time,Data Analyst,75300.0,USD,75300.0,US,100,US,Medium
2025,Senior,Full-time,Software Engineer,148014.0,USD,148014.0,US,0,US,Medium
2024,Senior,Full-time,Machine Learning Modeler,245400.0,USD,245400.0,US,0,US,Medium
2025,Senior,Full-time,Manager,265000.0,USD,265000.0,US,100,US,Medium
2025,Entry,Full-time,Data Scientist,45600.0,EUR,48000.0,NL,0,NL,Medium
2025,Senior,Full-time,Machine Learning Engineer,242000.0,USD,242000.0,US,100,US,Medium
2025,Senior,Full-time,AI Specialist,212600.0,USD,212600.0,US,0,US,Large
2024,Senior,Full-time,Manager,125000.0,USD,125000.0,US,100,US,Medium
2025,Mid,Full-time,Data Scientist,102400.0,USD,102400.0,US,100,US,Medium
2024,Mid,Full-time,Manager,79300.0,USD,79300.0,US,0,US,Large
2024,Mid,Full-time,Software Engineer,121600.0,USD,121600.0,US,0,US,Medium
2024,Senior,Full-time,Software Engineer,210000.0,USD,210000.0,US,100,US,Medium
2025,Senior,Full-time,Platform Engineer,250000.0,USD,250000.0,US,0,US,Medium
2024,Mid,Full-time,Business Intelligence Developer,71000.0,USD,71000.0,US,0,US,Medium
2025,Entry,Full-time,Data Engineer,60000.0,USD,60000.0,CA,0,CA,Medium
2024,Mid,Full-time,Systems Engineer,104550.0,USD,104550.0,US,0,US,Medium
2024,Mid,Full-time,Data Engineer,98700.0,USD,98700.0,US,100,US,Medium
2024,Mid,Full-time,Python Developer,100000.0,USD,100000.0,US,0,US,Medium
2024,Entry,Full-time,Software Developer,52000.0,USD,52000.0,US,0,US,Medium
2025,Senior,Full-time,Machine Learning Architect,340700.0,USD,340700.0,US,100,US,Medium
2025,Senior,Full-time,Analytics Engineer,105000.0,GBP,132911.0,GB,0,GB,Medium
2024,Senior,Full-time,Machine Learning Engineer,185500.0,USD,185500.0,CA,100,CA,Medium
2023,Senior,Full-time,Business Intelligence Engineer,140000.0,USD,140000.0,US,100,US,Medium
2024,Senior,Full-time,Data Architect,198600.0,USD,198600.0,US,0,US,Medium
2025,Mid,Full-time,Data Analyst,64700.0,USD,64700.0,US,0,US,Medium
2025,Executive,Full-time,Data Engineer,225000.0,USD,225000.0,US,0,US,Medium
2025,Senior,Full-time,Solutions Architect,170550.0,USD,170550.0,US,0,US,Medium
2025,Senior,Full-time,Data Architect,40000.0,EUR,42105.0,ES,0,ES,Medium
2025,Mid,Full-time,AI Engineer,70000.0,GBP,88607.0,GB,0,GB,Medium
2024,Mid,Full-time,Product Manager,199500.0,USD,199500.0,US,0,US,Medium
2023,Senior,Full-time,Machine Learning Scientist,325000.0,USD,325000.0,US,100,US,Medium
2024,Senior,Full-time,Machine Learning Engineer,222900.0,USD,222900.0,US,100,US,Medium
2025,Mid,Full-time,Data Scientist,147900.0,USD,147900.0,US,0,US,Medium
2025,Mid,Full-time,Clinical Aide,36000.0,USD,36000.0,US,0,US,Medium
2025,Senior,Full-time,Business Intelligence Developer,137093.0,USD,137093.0,US,0,US,Medium
2025,Mid,Full-time,Software Engineer,260000.0,USD,260000.0,US,100,US,Medium
2023,Senior,Full-time,Data Scientist,140800.0,USD,140800.0,US,0,US,Medium
2024,Mid,Full-time,Quantitative Analyst,175000.0,USD,175000.0,US,0,US,Medium
2025,Executive,Full-time,Artificial Intelligence Engineer,90000.0,USD,90000.0,US,0,US,Medium
2025,Mid,Full-time,Postdoctoral Researcher,58000.0,USD,58000.0,US,0,US,Medium
2025,Mid,Full-time,Data Analyst,62400.0,USD,62400.0,US,0,US,Medium
2024,Mid,Full-time,Data Analyst,58000.0,USD,58000.0,US,0,US,Medium
2024,Senior,Full-time,Data Scientist,165500.0,USD,165500.0,US,0,US,Medium
2025,Senior,Full-time,Analyst,107453.0,USD,107453.0,US,0,US,Medium
2025,Executive,Full-time,Executive,140000.0,USD,140000.0,US,0,US,Medium
2025,Senior,Full-time,Business Intelligence Analyst,100000.0,USD,100000.0,US,0,US,Medium
2025,Senior,Full-time,Analyst,120120.0,USD,120120.0,US,0,US,Medium
2024,Mid,Full-time,Business Intelligence Analyst,200400.0,USD,200400.0,US,0,US,Medium
2023,Senior,Full-time,Decision Scientist,126400.0,USD,126400.0,US,0,US,Medium
2024,Mid,Full-time,Research Engineer,131500.0,USD,131500.0,US,0,US,Medium
2024,Entry,Full-time,Data Analyst,67000.0,USD,67000.0,US,100,US,Medium
2025,Mid,Full-time,Research Associate,155000.0,USD,155000.0,US,0,US,Medium
2024,Mid,Full-time,AI Engineer,600000.0,USD,600000.0,CA,0,CA,Medium
2025,Entry,Full-time,Data Management Analyst,93800.0,USD,93800.0,CA,0,CA,Medium
2024,Mid,Full-time,Research Scientist,360000.0,USD,360000.0,US,0,US,Medium
2024,Mid,Full-time,Data Analyst,100000.0,USD,100000.0,US,100,US,Medium
2025,Entry,Full-time,Data Scientist,221000.0,USD,221000.0,US,0,US,Medium
2024,Mid,Full-time,Software Engineer,169442.0,USD,169442.0,US,0,US,Medium
2024,Mid,Full-time,Data Engineer,109000.0,USD,109000.0,US,0,US,Medium
2025,Senior,Full-time,Research Scientist,94900.0,USD,94900.0,US,100,US,Medium
2025,Mid,Full-time,Software Engineer,142000.0,USD,142000.0,US,100,US,Medium
2025,Mid,Full-time,Manager,200700.0,USD,200700.0,US,0,US,Medium
2025,Entry,Full-time,Data Analyst,72700.0,USD,72700.0,US,100,US,Medium
2024,Mid,Full-time,Data Engineer,114750.0,USD,114750.0,US,0,US,Medium
2025,Senior,Full-time,Research Scientist,141480.0,USD,141480.0,US,0,US,Medium
2022,Senior,Full-time,Data Engineer,137400.0,USD,137400.0,CA,100,CA,Medium
2025,Senior,Full-time,Analytics Engineer,245700.0,USD,245700.0,US,0,US,Medium
2024,Senior,Full-time,Data Engineer,205600.0,USD,205600.0,US,0,US,Medium
2025,Senior,Full-time,Product Manager,210000.0,USD,210000.0,US,0,US,Medium
2024,Mid,Full-time,Engineer,208800.0,USD,208800.0,US,0,US,Medium
2025,Mid,Full-time,Engineer,90000.0,USD,90000.0,PT,100,PT,Medium
2024,Entry,Full-time,Data Analytics Lead,198400.0,USD,198400.0,US,100,US,Medium
2025,Mid,Full-time,Machine Learning Engineer,137100.0,USD,137100.0,US,0,US,Medium
2024,Mid,Full-time,Business Intelligence,90000.0,USD,90000.0,US,0,US,Medium
2025,Senior,Full-time,AI Engineer,140700.0,USD,140700.0,US,0,US,Medium
2025,Mid,Full-time,Data Specialist,39000.0,EUR,41052.0,DE,0,DE,Medium
2025,Entry,Full-time,Data Analyst,89000.0,USD,89000.0,US,0,US,Medium
2025,Mid,Full-time,Research Scientist,83300.0,USD,83300.0,US,0,US,Medium
2024,Entry,Full-time,Insight Analyst,40000.0,USD,40000.0,MX,0,MX,Medium
2024,Mid,Full-time,Machine Learning Infrastructure Engineer,223000.0,USD,223000.0,US,0,US,Medium
2025,Senior,Full-time,Engineer,156900.0,USD,156900.0,US,0,US,Medium
2025,Mid,Full-time,Engineer,160000.0,USD,160000.0,NL,0,NL,Medium
2023,Senior,Full-time,Data Analyst,70000.0,USD,70000.0,US,100,US,Medium
2025,Mid,Full-time,Software Engineer,101539.0,USD,101539.0,CA,0,CA,Medium
2025,Mid,Full-time,Prompt Engineer,86490.0,USD,86490.0,US,0,US,Medium
2023,Senior,Full-time,Machine Learning Engineer,176300.0,USD,176300.0,US,100,US,Medium
2025,Executive,Full-time,AI Engineer,100000.0,USD,100000.0,GB,0,GB,Medium
2023,Senior,Full-time,Machine Learning Engineer,178000.0,USD,178000.0,US,0,US,Medium
2024,Senior,Full-time,Data Architect,285000.0,USD,285000.0,US,0,US,Medium
2022,Senior,Full-time,Data Engineer,99000.0,USD,99000.0,US,0,US,Medium
2025,Senior,Full-time,Analytics Engineer,191000.0,USD,191000.0,CA,100,CA,Medium
2025,Mid,Full-time,Software Developer,115000.0,USD,115000.0,AU,0,AU,Medium
2025,Executive,Full-time,Manager,410000.0,USD,410000.0,US,0,US,Medium
2025,Senior,Full-time,Software Engineer,186400.0,USD,186400.0,US,0,US,Medium
2025,Senior,Full-time,Data Governance Lead,100000.0,GBP,126582.0,GB,0,GB,Medium
2025,Entry,Full-time,Data Analyst,84600.0,USD,84600.0,CA,0,CA,Medium
2024,Mid,Full-time,Engineer,119000.0,USD,119000.0,GB,0,GB,Medium
2025,Mid,Full-time,Data Engineer,70000.0,USD,70000.0,US,0,US,Medium
2022,Senior,Full-time,Data Engineer,100000.0,USD,100000.0,US,0,US,Large
2024,Senior,Full-time,Data Analyst,111200.0,USD,111200.0,US,0,US,Medium
2024,Senior,Full-time,Machine Learning Engineer,170900.0,USD,170900.0,US,0,US,Medium
2025,Senior,Full-time,Research Engineer,146100.0,USD,146100.0,US,0,US,Medium
2022,Senior,Full-time,Machine Learning Engineer,180000.0,USD,180000.0,US,100,US,Medium
2024,Mid,Full-time,Data Scientist,76980.0,USD,76980.0,US,0,US,Medium
2024,Entry,Full-time,AI Data Engineer,80000.0,EUR,88888.0,FR,100,US,Medium
2024,Senior,Full-time,Data Engineer,126000.0,USD,126000.0,US,100,US,Medium
2024,Mid,Full-time,Engineer,145000.0,USD,145000.0,US,0,US,Medium
2025,Senior,Full-time,Technical Lead,193000.0,USD,193000.0,US,0,US,Medium
2024,Entry,Full-time,Quantitative Analyst,154700.0,USD,154700.0,US,0,US,Medium
2024,Mid,Full-time,Applied Scientist,138900.0,USD,138900.0,US,0,US,Medium
2023,Mid,Full-time,Data Engineer,58300.0,USD,58300.0,US,0,US,Medium
2025,Senior,Full-time,Engineer,244295.0,USD,244295.0,US,0,US,Medium
2025,Executive,Full-time,Product Manager,125600.0,USD,125600.0,US,0,US,Medium
2024,Mid,Full-time,Software Engineer,90634.0,USD,90634.0,US,0,US,Medium
2024,Senior,Full-time,Research Scientist,150400.0,USD,150400.0,US,0,US,Large
2025,Senior,Full-time,Data Engineer,192590.0,USD,192590.0,US,0,US,Medium
2024,Mid,Full-time,Manager,156000.0,USD,156000.0,US,0,US,Medium
2025,Mid,Full-time,Quantitative Analyst,136510.0,USD,136510.0,US,0,US,Medium
2024,Entry,Full-time,Data Scientist,91500.0,USD,91500.0,US,0,US,Medium
2024,Senior,Full-time,Data Analyst,75300.0,USD,75300.0,US,0,US,Medium
2024,Mid,Full-time,Research Scientist,167030.0,USD,167030.0,US,0,US,Medium
2024,Senior,Full-time,Data Architect,92450.0,USD,92450.0,CA,0,CA,Medium
2024,Senior,Full-time,Data Analyst,85500.0,USD,85500.0,US,100,US,Medium
2022,Senior,Full-time,Applied Scientist,164000.0,USD,164000.0,US,100,US,Medium
2024,Mid,Full-time,Data Management Specialist,116100.0,USD,116100.0,US,0,US,Medium
2024,Senior,Full-time,Research Scientist,143625.0,USD,143625.0,US,0,US,Medium
2025,Mid,Full-time,Data Analyst,59800.0,USD,59800.0,CA,0,CA,Medium
